Locale,Tag,Environment,appinfra.localtesting,appinfra.localtesting.kindex,userreg.janrain.cdn,userreg.janrain.cdn.kindex,userreg.janrain.api,userreg.landing.emailverif,userreg.landing.resetpass,userreg.landing.myphilips,userreg.hsdp.userserv,userreg.smssupported,userreg.urx.verificationsmscode,cc.cdls,cc.atos,cc.emailformurl,cc.productreviewurl,cc.prx.category,prxclient.assets,prxclient.summary,prxclient.support
cs_CZ,apps++env+acc,Acceptance,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips.eval.janraincapture.com,https://acc.philips.cz/c-w/verify-account.html,https://acc.philips.cz/myphilips/reset-password.html?cl=mob,https://acc.philips.cz/myphilips/login.html,,,,https://www.philips.com/prx/cdls/%productSector%/cs_CZ/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=cz&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.cz/content/%productSector%/cs_CZ/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.cz%productReviewURL%/reviewandawards,https://www.philips.com/prx/category/%productSector%/cs_CZ/%productCatalog%/%productSubcategory%.json,https://acc.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.assets,https://acc.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.summary,https://acc.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.support
cs_CZ,apps++env+dev,Development,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips.dev.janraincapture.com,http://10.128.41.111:4503/content/B2C/cs_CZ/verify-account.html,http://10.128.41.111:4503/content/B2C/cs_CZ/myphilips/reset-password.html?cl=mob,http://10.128.41.111:4503/content/B2C/cs_CZ/myphilips/login.html,https://user-registration-assembly-testing.us-east.philips-healthsuite.com,,,https://www.philips.com/prx/cdls/%productSector%/cs_CZ/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=cz&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.cz/content/%productSector%/cs_CZ/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.cz%productReviewURL%/reviewandawards,https://www.philips.com/prx/category/%productSector%/cs_CZ/%productCatalog%/%productSubcategory%.json,https://tst.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.assets,https://tst.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.summary,https://tst.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.support
cs_CZ,apps++env+prod,Production,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips.janraincapture.com,https://www.philips.cz/c-w/verify-account.html,https://www.philips.cz/myphilips/reset-password.html?cl=mob,https://www.philips.cz/myphilips/login.html,,,,https://www.philips.com/prx/cdls/%productSector%/cs_CZ/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=cz&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.cz/content/%productSector%/cs_CZ/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.cz%productReviewURL%/reviewandawards,https://www.philips.com/prx/category/%productSector%/cs_CZ/%productCatalog%/%productSubcategory%.json,https://www.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.assets,https://www.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.summary,https://www.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.support
cs_CZ,apps++env+stage,Staging,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips.eval.janraincapture.com,https://dev.philips.cz/c-w/verify-account.html,https://dev.philips.cz/myphilips/reset-password.html?cl=mob,https://dev.philips.cz/myphilips/login.html,,,,https://www.philips.com/prx/cdls/%productSector%/cs_CZ/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=cz&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.cz/content/%productSector%/cs_CZ/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.cz%productReviewURL%/reviewandawards,https://www.philips.com/prx/category/%productSector%/cs_CZ/%productCatalog%/%productSubcategory%.json,https://dev.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.assets,https://dev.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.summary,https://dev.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.support
cs_CZ,apps++env+test,Testing,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips-test.dev.janraincapture.com,https://tst.philips.cz/c-w/verify-account.html,https://tst.philips.cz/myphilips/reset-password.html?cl=mob,https://tst.philips.cz/myphilips/login.html,,,,https://www.philips.com/prx/cdls/%productSector%/cs_CZ/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=cz&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.cz/content/%productSector%/cs_CZ/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.cz%productReviewURL%/reviewandawards,https://www.philips.com/prx/category/%productSector%/cs_CZ/%productCatalog%/%productSubcategory%.json,https://tst.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.assets,https://tst.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.summary,https://tst.philips.com/prx/product/%sector%/cs_CZ/%catalog%/products/%ctn%.support
da_DK,apps++env+acc,Acceptance,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips.eval.janraincapture.com,https://acc.philips.dk/c-w/verify-account.html,https://acc.philips.dk/myphilips/reset-password.html?cl=mob,https://acc.philips.dk/myphilips/login.html,,,,https://www.philips.com/prx/cdls/%productSector%/da_DK/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=dk&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.dk/content/%productSector%/da_DK/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.dk%productReviewURL%/priser-og-anmeldelser,https://www.philips.com/prx/category/%productSector%/da_DK/%productCatalog%/%productSubcategory%.json,https://acc.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.assets,https://acc.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.summary,https://acc.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.support
da_DK,apps++env+dev,Development,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips.dev.janraincapture.com,http://10.128.41.111:4503/content/B2C/da_DK/verify-account.html,http://10.128.41.111:4503/content/B2C/da_DK/myphilips/reset-password.html?cl=mob,http://10.128.41.111:4503/content/B2C/da_DK/myphilips/login.html,https://user-registration-assembly-testing.us-east.philips-healthsuite.com,,,https://www.philips.com/prx/cdls/%productSector%/da_DK/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=dk&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.dk/content/%productSector%/da_DK/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.dk%productReviewURL%/priser-og-anmeldelser,https://www.philips.com/prx/category/%productSector%/da_DK/%productCatalog%/%productSubcategory%.json,https://tst.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.assets,https://tst.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.summary,https://tst.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.support
da_DK,apps++env+prod,Production,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips.janraincapture.com,https://www.philips.dk/c-w/verify-account.html,https://www.philips.dk/myphilips/reset-password.html?cl=mob,https://www.philips.dk/myphilips/login.html,,,,https://www.philips.com/prx/cdls/%productSector%/da_DK/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=dk&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.dk/content/%productSector%/da_DK/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.dk%productReviewURL%/priser-og-anmeldelser,https://www.philips.com/prx/category/%productSector%/da_DK/%productCatalog%/%productSubcategory%.json,https://www.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.assets,https://www.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.summary,https://www.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.support
da_DK,apps++env+stage,Staging,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips.eval.janraincapture.com,https://dev.philips.dk/c-w/verify-account.html,https://dev.philips.dk/myphilips/reset-password.html?cl=mob,https://dev.philips.dk/myphilips/login.html,,,,https://www.philips.com/prx/cdls/%productSector%/da_DK/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=dk&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.dk/content/%productSector%/da_DK/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.dk%productReviewURL%/priser-og-anmeldelser,https://www.philips.com/prx/category/%productSector%/da_DK/%productCatalog%/%productSubcategory%.json,https://dev.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.assets,https://dev.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.summary,https://dev.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.support
da_DK,apps++env+test,Testing,testing,https://philips.com/0,https://d1lqe9temigv1p.cloudfront.net,https://philips.com/0,https://philips-test.dev.janraincapture.com,https://tst.philips.dk/c-w/verify-account.html,https://tst.philips.dk/myphilips/reset-password.html?cl=mob,https://tst.philips.dk/myphilips/login.html,,,,https://www.philips.com/prx/cdls/%productSector%/da_DK/%productCatalog%/%productCategory%.querytype.(fallback),"https://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=dk&type=servicers&sid=cp-dlr&output=json""ttps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&subcategory=%productSubCategory%&country=""tps://www.philips.com/search/search?q=""&lat=%lattitude%&lng=%longitude%&su""ps://www.philips.com/search/search?q",https://www.philips.dk/content/%productSector%/da_DK/support-home/support-contact-form-mrs.html?param1=%productCategory%&origin=15_global_en_%appName%-app_%appName%-app,https://www.philips.dk%productReviewURL%/priser-og-anmeldelser,https://www.philips.com/prx/category/%productSector%/da_DK/%productCatalog%/%productSubcategory%.json,https://tst.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.assets,https://tst.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.summary,https://tst.philips.com/prx/product/%sector%/da_DK/%catalog%/products/%ctn%.support
